,job title,company,region,location,additional info,skills required,is remote?,is fresher?
310,Data analyst,V-Align Technologies,Bengaluru,"Bengaluru, Karnataka","Candidates with 1 to 2 years’ experience statistical data analysis.
Posted
Posted 30+ days ago·More...",Stat,No,No
311,Data analyst,SAP,Bengaluru,"Bengaluru, Karnataka","Provide assistance to the front-line managers on their data needs.
Provide assistance to the front-line managers on their data needs.
EOE AA M/F/Vet/Disability:
Posted
Posted 6 days ago·More...",,No,NA
312,Data analyst,Oracle,Noida,"Noida, Uttar Pradesh","As a member of the Business Operations team in the Oracle Data Cloud business unit you will be responsible for managing stakeholders, building KPIs, enhancing…
Posted
Posted 30+ days ago·More...",,No,NA
313,Data analyst,Magic Infomedia,Delhi,"Delhi, Delhi","Job Types: Full-time, Permanent.
We are hiring a talented Data Analyst professional to join our team.
If you’re excited to be part of a winning team, Magic…
Posted
Posted 30+ days ago·More...",,No,NA
314,Data analyst,IBM,Bengaluru,"Bengaluru, Karnataka
+1 location","Experience in financial services transaction data analysis, risk rating and Name Screening.
Proven analytical skills required to organize and analyse multiple,…
Posted
Today·More...",,No,No
315,Data analyst,Cashfree Payments,Bengaluru,"Bengaluru, Karnataka","Build the infrastructure required for optimal extraction, transformation, and loading of data from the data warehouse.
Mandatory experience with Advanced SQL.
Employer
Active 12 days ago·More...",,No,No
316,Data analyst,Accenture,Mumbai,"Mumbai, Maharashtra","Accenture is a global professional services company with leading capabilities in digital, cloud and security.
We embrace the power of change to create value and…
Posted
Posted 30+ days ago·More...",,No,NA
317,Data analyst,Risk Management Solutions,Noida,"Noida, Uttar Pradesh","Analysts on the team specialize in data interpretation, data analytics, data quality, financial policy structures, and a deep understanding of sophisticated…
Posted
Posted 14 days ago·More...",,No,NA
318,Data analyst,Wells Fargo,Hyderabad,"Hyderabad, Telangana
+1 location","Strong hold on data management processes.
Actively work on complex enterprise-wide programs and collaborates on strategic initiatives for data governance, data…
Posted
Posted 4 days ago·More...",,No,NA
319,Data analyst,SSquad Global,Bengaluru,"Bengaluru, Karnataka","They will utilize data analytics, threat intelligence, and.
As a Security Analyst L1, they will be responsible for operationalization of new security platforms…
Employer
Active 10 days ago·More...",,No,NA
320,Data analyst,HoonarTek,Mumbai,"Mumbai, Maharashtra","Using centuries of cumulative experience, research and leadership, we help our clients eliminate the complexities & risk of legacy modernization and safely…
Posted
Today·More...",,No,No
321,Data analyst,7N,Remote,Remote,"Oracle Database- performance tuning - SQL/PLSQL- expert level.
Unix, linux -redhat or any other OS - more than average level.
Posted
Posted 30+ days ago·More...",,Yes,NA
322,Data analyst,99Plus IT Solutions,Vadodara,"Vadodara, Gujarat","Experience in data-driven problem solving.
Identify and Analyze trends or patterns in complex data sets using statistical methods.
Posted
Posted 30+ days ago·More...",Stat,No,No
323,Data analyst,Certara,Secunderabad,"Secunderabad, Telangana","Work with lead consultant, peer data analyst and Quality manager to understand and contribute to database rules, specifications, and quality process.
Posted
Posted 18 days ago·More...",,No,NA
324,Data analyst,BridgeLoyalty,Mumbai,"Mumbai, Maharashtra","Senior data analyst, responsible for designing data collection, storage, and retrieval system and processes.
He will be responsible for ensuring data collection…
Posted
Posted 30+ days ago·More...",,No,NA
325,Data analyst,4CRisk.ai Software,Bengaluru,"Bengaluru, Karnataka","4+ years’ experience in product data research and analysis within an agile environment, playing a key role in data gathering, data analysis and helping the team…
Posted
Posted 30+ days ago·More...",,No,No
326,Data analyst,Skyworks,Bengaluru,"Bengaluru, Karnataka","Understands the relevant data needs and coordinates with the data team to deliver meta data models in support of reporting needs.
Posted
Posted 1 day ago·More...",,No,NA
327,Data analyst,SH Square Consultants,Bengaluru,"Bengaluru, Karnataka","Should have EXCELLENT knowledge on:
Minimum of 5 years of experience inwriting complex SQLqueries & storedprocedures.
ETL packages: 3 years (Preferred).
Employer
Active 12 days ago·More...","Etl, Excel",No,No
328,Data analyst,AMBC,Hyderabad,"Hyderabad, Telangana","Provide support for a range of data cleansing and data modeling activities, as required by the business, using internal and external data sources.
Posted
Posted 9 days ago·More...",,No,NA
329,Data analyst,Bristol Myers Squibb,Hyderabad,"Hyderabad, Telangana","Ensure adherence to applicable data governance policies and procedures including management of data access policies and maintaining of data acquisition…
Posted
Posted 14 days ago",,No,NA
330,Data analyst,L.E.K. Consulting,Mumbai,"Mumbai, Maharashtra","Job title: Junior Data & Analytics Specialist Company Description: We’re L.E.K. Consulting, a global strategy consultancy working with business leaders to…
Posted
Posted 21 days ago·More...",,No,NA
331,Data analyst,Skyislimit Technologies,Ernakulam,"Ernakulam, Kerala","Job description We are looking for Python Developers with competencies to understand client requirements, develop and deliver analytical solutions as per the…
Posted
Posted 30+ days ago·More...",Python,No,NA
332,Data analyst,Recruitment Smart,Hybrid remote in Ahmedabad,"Hybrid remote in Ahmedabad, Gujarat","Job Title : Data Analyst Created on: 13/01/2022 Job Req Id: : Data_Analyst AHMEDABAD (HYBRID) Recruitment SMART is a London (UK) based company who is an…
Posted
Posted 30+ days ago·More...",,Yes,NA
333,Data analyst,Royal Global University,Guwahati,"Guwahati, Assam","As a Data Analyst, you will play a critical role in helping our organization make informed decisions through data analysis. You will work closely with cross…
Employer
Active 16 days ago·More...",,No,NA
334,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","JOB DESCRIPTION Job Responsibilities Understand the current suppression methods and data across various Audience management teams. Gather requirements and…
Posted
Posted 5 days ago·More...",,No,NA
335,Data analyst,Copperpod Digital,India,India,"India Job Type Full Time About the Role We are looking for a BI Analyst to join our team and help us create and maintain enterprise-grade dashboards and…
Posted
Posted 30+ days ago·More...",Dashboard,No,NA
336,Data analyst,Risk Management Solutions (RMS),Noida,"Noida, Uttar Pradesh","Job Description Sr Analyst, exposure data – Analytical & Data Services, Noida The Analytical & Data Services team provides an integrated suite of data and…
Posted
Posted 1 day ago·More...",,No,NA
337,Data analyst,Trane Technologies,Bengaluru,"Bengaluru, Karnataka","At Trane TechnologiesTM and through our businesses including Trane® and Thermo King®, we create innovative climate solutions for buildings, homes, and…
Posted
Posted 30+ days ago·More...",,No,NA
338,Data analyst,Atlassian,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","Working at Atlassian Atlassians can choose where they work – whether in an office, from home, or a combination of the two. That way, Atlassians have more…
Posted
Posted 19 days ago·More...",,Yes,NA
339,Data analyst,Xpheno,Mumbai,"Mumbai, Maharashtra","2 - 4 Year Pune Mumbai Job Description Experience with the following activities and tools: Data Integration and Management Tools – SQL Server Integration…
Posted
Posted 30+ days ago·More...", Sql ,No,No
340,Data analyst,S&P Global,Gurgaon,"Gurgaon, Haryana","Serves as a liaison with external data suppliers to understand data changes and ask questions relating to data content.
Responds to Ad-Hoc Data Requests.
Posted
Posted 30+ days ago·More...",,No,NA
341,Data analyst,Prescient Healthcare Group,Gurgaon,"Gurgaon, Haryana","Supporting the development and commercialisation of assets that meet unmet needs and have high levels of return?
Posted
Today·More...",,No,NA
342,Data analyst,Novisync,Remote in India,Remote in India,"Develop and implement data administration policy, standards and models, Research and document data requirements, data collection and administration policy, and…
Posted
Posted 30+ days ago·More...",,Yes,NA
343,Data analyst,Silver Touch Technologies Ltd.,Mumbai,"Mumbai, Maharashtra","Understand clinical nonclinical relational databases and large clinical nonclinical data structures.
Writing the business requirement documentation including…
Employer
Active 13 days ago·More...",Data Structure,No,NA
344,Data analyst,HyreFox Consultants,Jaipur,"Jaipur, Rajasthan","Acquire data from primary or secondary data sources and maintain databases/data systems.
Develop and implement databases, data collection systems, data…
Posted
Posted 30+ days ago·More...",,No,NA
345,Data analyst,GyanTU,India,India,"Strong knowledge of database structure systems and data mining.
Design and implement effective database solutions and models to store and retrieve company data.
Posted
Posted 30+ days ago·More...",Data Mining,No,NA
346,Data analyst,Micron,Gujarat,Gujarat,"3+ years of experience as a data analyst or similar role.
Work with the Snowflake cloud data platform to store, query, and analyze data.
Posted
Posted 25 days ago·More...",,No,No
347,Data analyst,Mann Hospitality LLP,Bengaluru,"Bengaluru, Karnataka","Identify, clean, analyze, and interpret data to produce trends or patterns in complex data sets.
Work with heads of business to acquire data from various…
Employer
Active 9 days ago·More...",,No,NA
348,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","Provide day-to-day support to Portfolio Managers, including data analysis, portfolio analytics and reporting to guide investment decisions.
Posted
Posted 11 days ago·More...",,No,NA
349,Data analyst,fluidonomics Solutions,Remote in Pune,"Remote in Pune, Maharashtra","Organize, analyze, synthesize and/or summarize data and information using appropriate analytical tools.
Industry studies and company notes to provide data and…
Posted
Posted 30+ days ago·More...",,Yes,NA
350,Data analyst,Goldman Sachs,Bengaluru,"Bengaluru, Karnataka","Exposure to large volumes of data (a.k.a ‘Big Data’) and the tools & techniques to interact with, and determine meaningful interpretations of, such data.
Posted
Posted 30+ days ago·More...",Big Data,No,NA
351,Data analyst,Merilytics,Hyderabad,"Hyderabad, Telangana","Familiarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonus.
Posted
Posted 30+ days ago·More...",Big Data,No,NA
352,Data analyst,JPMorgan Chase & Co,Bengaluru,"Bengaluru, Karnataka","Should be able to work directly with data owners/custodians and contribute in building analytics data hub.
You will also leverage enterprise data to develop the…
Posted
Posted 30+ days ago·More...",,No,NA
353,Data analyst,Accenture,Hyderabad,"Hyderabad, Telangana
+3 locations","Key Responsibilities : 1The person will be responsible for end to end implementation ie gathering requirements, analyzing, designing, coding and deployment to…
Posted
Today·More...",,No,NA
354,Data analyst,Borek Solutions,Vadodara,"Vadodara, Gujarat","Data Analysis, data extraction, data collection, data cleaning, data processing, interpreting data, streamlining data, data analysis using excel , statistics to…
Posted
Posted 5 days ago·More...","Stat, Excel",No,NA
355,Data analyst,Lowe's,Bengaluru,"Bengaluru, Karnataka","Act as point of contact for data eco-system.
Data extraction from various data platform , process and generate insights with 100% quality checks.
Posted
Posted 30+ days ago·More...",,No,NA
356,Data analyst,Innovature Software Labs,Kochi,"Kochi, Kerala","Develop and implement databases, data collection systems, data analytics.
Analyzing data to identify trends.
Experience in data models and reporting packages.
Employer
Active 10 days ago·More...",,No,No
357,Data analyst,Locus IT Services,Bengaluru,"Bengaluru, Karnataka","Refines and capture data to be used as an input to the models.
Updates the forecast with monthly / weekly actual data and suggested improvements based on trend…
Posted
Posted 30+ days ago·More...",,No,NA
358,Data analyst,Deloitte,Hyderabad,"Hyderabad, Telangana","Adept in conducting preliminary research to ascertain data availability, and estimate time/effort.
The role works closely with the Lead Client Service Partner,…
Posted
Posted 18 days ago",,No,NA
359,Data analyst,Siemens Gamesa Renewable Energy,Bengaluru,"Bengaluru, Karnataka","Conducts simulations or data analyses and validates results.
Deploys a range of scientific, mathematical, computational and/or data analysis methods for…
Posted
Posted 30+ days ago·More...",,No,NA
360,Data analyst,JLL,Gurgaon,"Gurgaon, Haryana","Coordinate with Research team leadership on data quality to increase completeness and quality of the data.
Specific responsibilities include looking for missing…
Posted
Today·More...",,No,NA
361,Data analyst,Gemini Exports,Mumbai,"Mumbai, Maharashtra","Experience working with complex data set and in creating insights.
Experience in analyzing with Pharma market data would be preferred.
Posted
Posted 30+ days ago·More...",,No,No
362,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","The team encompasses a variety of disciplines from data governance and strategy to reporting, data science and machine learning.
Posted
Posted 12 days ago·More...",Machine Learning,No,NA
363,Data analyst,CBRE,Hyderabad,"Hyderabad, Telangana","You are adaptable and capable of understanding data structures, intended visualizations of data and apply different use cases to the same data.
Posted
Posted 6 days ago·More...",Data Structure,No,NA
364,Data analyst,Cyient,Hyderabad,"Hyderabad, Telangana","Cyient is a global engineering and technology solutions company.
As a Design, Build, and Maintain partner for leading organizations worldwide, we take solution…
Posted
Posted 5 days ago·More...",,No,NA
365,Data analyst,Vonage,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","A naturally analytical mind, centred around numbers and data.
Experienced Excel user (data analytics, SQL / business intelligence, AI/ML tools).
Posted
Posted 1 day ago·More..."," Sql , Excel",Yes,No
366,Data analyst,Decision Point,Gurgaon,"Gurgaon, Haryana","6+ years of proven work experience as a data analyst or business data analyst.
We are one global team of data scientists, business consultants and tech savvy…
Posted
Posted 30+ days ago·More...",,No,No
367,Data analyst,iPrime Services,Noida,"Noida, Uttar Pradesh","Develop procedures and scripts for data analysis.
Ability to question and eyeball data quality in reports.
Developing reports in SQL, reporting tools (such as…
Posted
Posted 30+ days ago·More...",,No,NA
368,Data analyst,Revvity,Remote in India,Remote in India,"Experience in data management and proficiency with large data sets.
Extracting data from multiple sources and implementing data harmonization for utilization in…
Posted
Posted 30+ days ago·More...",,Yes,No
369,Data analyst,Hydro,Jaipur,"Jaipur, Rajasthan","Proficiency in data management and analysis tools (e.g., Excel, data visualization software) is highly desirable.
Posted
Posted 2 days ago·More...","Data Visualization, Excel",No,NA
370,Data analyst,Accenture,Bengaluru,"Bengaluru, Karnataka","Key Responsibilities : Design, develop, and maintain SSIS packages for data integration, data transformation, and data loading tasks Create and configure data…
Posted
Posted 30+ days ago·More...",,No,NA
371,Data analyst,Niralee Technologies,Hyderabad,"Hyderabad, Telangana","Organizing and storing data for future research projects.
Experience in applied research or data management may be advantageous.
Posted
Posted 30+ days ago·More...",,No,No
372,Data analyst,Ismile Technologies,Bengaluru,"Bengaluru, Karnataka"," 1+ years' experience building robust planning and data models within Anaplan.
Data infrastructure and integration patterns using tools like Amazon API Gateway…
Employer
Active 27 days ago·More...",,No,No
373,Data analyst,Scaler Academy,Bengaluru,"Bengaluru, Karnataka","Address any data-related issues promptly and maintain data governance standards.
Process Improvement: Continuously assess and optimize data processes to enhance…
Posted
Posted 30+ days ago·More...",,No,NA
374,Data analyst,The Scalers,Bengaluru,"Bengaluru, Karnataka","Experience preparing Client Reports ( Financial data).
2+ years’ experience in a data processing or finance/accounting role is preferred.
Posted
Posted 30+ days ago·More...",,No,No
375,Data analyst,Zensar Technologies,Pune,"Pune, Maharashtra","The ""technical data analyst"" skills required to enable the data lifecycle within EDS, namely the ability to profile source data and complete the relevant…
Posted
Today·More...",,No,NA
376,Data analyst,LanceTech Solutions Pvt Ltd,Noida,"Noida, Uttar Pradesh
+1 location","Utilize data processing tools for effective data transformation and analysis.
Proven experience with various data analysis tools and methodologies.
Employer
Active 12 days ago·More...",,No,No
377,Data analyst,OPALFORCE.COM,Bengaluru,"Bengaluru, Karnataka","Compiling reports of data results and presenting these to senior managers.
Collect, compile, and analyze HR Data for trends with regard to recruitment practices…
Posted
Posted 2 days ago·More...",,No,NA
378,Data analyst,House of Shipping,Chennai,"Chennai, Tamil Nadu","Plays a critical role in Master data creation and maintaining the accurate data in the system by engaging with internal stakeholders.
Posted
Posted 30+ days ago·More...",,No,NA
379,Data analyst,Dell Technologies,Hybrid remote in Bengaluru,"Hybrid remote in Bengaluru, Karnataka","Ability to gain an understanding of domain data and business processes.
1-2 years’ Industry experience in machine learning, data science, or statistics.
Posted
Posted 4 days ago·More...","Machine Learning, Stat",Yes,No
380,Data analyst,Aarohiinfo fi management limited,Pune,"Pune, Maharashtra","Assemble and manage teams of data analysts, engineers, and other specialists needed to complete each project.
Serve as the primary point of contact for all data…
Employer
Active 10 days ago·More...",,No,NA
381,Data analyst,Nexware Technologies,Remote,Remote,"Key skills required Location: India (Remote) Min. 5+ Yrs Experience Data Studio & Looker ad-hoc requests Google Cloud Platform Data analysis Data…
Posted
Posted 30+ days ago·More...",,Yes,No
382,Data analyst,Accenture,Bengaluru,"Bengaluru, Karnataka","The role may also need expertise in managing clinical data management projects.
The team is responsible for performing data management activities including…
Posted
Posted 30+ days ago·More...",,No,NA
383,Data analyst,Nielsen,Remote in Mumbai,"Remote in Mumbai, Maharashtra","Utilize multiple tools to implement modular code and refine data queries from multiple databases, data warehouses, data lakes to perform data analysis, data…
Posted
Posted 26 days ago·More...",,Yes,NA
384,Data analyst,Adobe,Noida,"Noida, Uttar Pradesh","Expert with Hadoop/ Big data environments to synthesize and analyze data.
Working knowledge of data warehousing infra like Hive / Presto.
Posted
Posted 30+ days ago·More...",Big Data,No,NA
385,Data analyst,GUS Education,Hyderabad,"Hyderabad, Telangana","Commercially-minded with experience in developing and interpreting insights from raw data and translating findings into business relevant reports.
Posted
Posted 30+ days ago·More...",,No,No
386,Data analyst,Trigya Innovations India Pvt. Ltd.,New Delhi,"New Delhi, Delhi","Use data analysis to solve complex business problems and make data-driven decisions.
Ensure data integrity, security, and compliance with data governance…
Posted
Posted 6 days ago·More...",,No,NA
387,Data analyst,Appriffy - Digital IT Hub Private Limited,Bengaluru,"Bengaluru, Karnataka"," Comprehensive knowledge of basic and advanced (qualitative & quantitative) tools and applications preferred.
 Knowledge of advanced MS Excel.
Employer
Active 13 days ago·More...",Excel,No,NA
388,Data analyst,Secuodsoft Technologies pvt ltd,Bhubaneshwar,"Bhubaneshwar, Orissa","* Interact with all levels of management/department and be able to document existing processes, manage and analyze data, and recommend enhanced business…
Employer
Active 13 days ago·More...",,No,NA
389,Data analyst,Nihilent,Pune,"Pune, Maharashtra","Applies analytical thinking and knowledge of data analysis tools and methodologies.
Integrates in•depth data analysis knowledge with a solid understanding of…
Posted
Posted 30+ days ago·More...",,No,NA
390,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","An expert with MS Excel - formulae and functionality to handle large data.
Human Resources plays an integral role in designing, implementing and managing people…
Posted
Posted 27 days ago·More...",Excel,No,NA
391,Data analyst,Oracle,India,India,"Monitors real time transactional data from Accounting applications through the Information Delivery architecture for exceptions.
Posted
Posted 21 days ago·More...",,No,NA
392,Data analyst,Sciative Solutions,Vashi,"Vashi, Navi Mumbai, Maharashtra","Exposure to cutting-edge data analysis techniques and AI applications.
Advanced Excel skills including data analysis, pivot tables, and complex formulas.
Posted
Posted 7 days ago·More...",Excel,No,NA
393,Data analyst,mPower Software Services,Bengaluru,"Bengaluru, Karnataka","Instilling a company wide-culture of data-first decision making and driving continuous data quality best practices.
Strong working experience in SQL.
Posted
Posted 30+ days ago·More...",,No,No
394,Data analyst,Cityinfo Services,Bengaluru,"Bengaluru, Karnataka","Execute processes to monitor data governance policies and procedures to ensure data integrity and privacy, establish consistent data definitions, and monitor…
Posted
Posted 30+ days ago·More...",,No,NA
395,Data analyst,Accenture,Bengaluru,"Bengaluru, Karnataka","Perform detailed data gathering and analyze the gathered data for all Simple cases.
Familiar with a wide range of external data sources and third-party systems…
Posted
Today·More...",,No,NA
396,Data analyst,Priceline.com,Hybrid remote in Mumbai,"Hybrid remote in Mumbai, Maharashtra","Partner with data engineers to facilitate migration to cloud and develop modernized data solutions.
Hands-on experience with data technologies like Google Cloud…
Posted
Posted 1 day ago·More...",,Yes,No
397,Data analyst,Siemens,Bengaluru,"Bengaluru, Karnataka","Sets product visions and strategies for the data products and solutions by thoroughly understanding internal customer needs.
Posted
Posted 4 days ago·More...",,No,NA
398,Data analyst,Citi,India,India,"Thorough analytical skills with good attention to detail and a demonstrated aptitude for tackling analytical issues through quantitative modeling and…
Posted
Just posted·More...",,No,NA
399,Data analyst,Boston Consulting Group,New Delhi,"New Delhi, Delhi","Creating data models, data visualizations, and interactive dashboards using Tableau.
Experience in data visualization, data modeling, and dashboard design…
Posted
Posted 30+ days ago","Data Visualization, Dashboard, Tableau",No,No
400,Data analyst,AHRC Pvt Ltd,Ahmedabad,"Ahmedabad, Gujarat","O Process and clean raw data.
O Pull raw data from various sources and plotted data in to SPSS, Excel and other sources as per requirement.
Posted
Posted 30+ days ago·More...",Excel,No,NA
401,Data analyst,EY,India,India,"A passion for doing business research and analysis.
Excellent verbal and written communication skills.
A good understanding of business and financial concepts.
Posted
Posted 30+ days ago·More...",Excel,No,NA
402,Data analyst,Grant Thornton INDUS,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","Should be able to analyze and identify different trends, patterns and other data issues within dataset.
Excellent story-building and story-telling skills with…
Posted
Posted 30+ days ago·More...",Excel,Yes,NA
403,Data analyst,Deloitte,Bengaluru,"Bengaluru, Karnataka","Ability to analyze data, identify key findings and create executive summaries.
Proven track record of synthesizing data and presenting results and…
Posted
Posted 1 day ago·More...",,No,NA
404,Data analyst,It Resource Hunter,Gurgaon,"Gurgaon, Haryana","Ad-hoc in-depth financial and data analysis.
Preparing accounting information for US tax returns (Federal and state), Canadian, European countries, India, and…
Employer
Active 12 days ago·More...",Stat,No,NA
405,Data analyst,Blue Yonder,Bengaluru,"Bengaluru, Karnataka","Ability to propose assumptions and work-around when data integrity is not met, or missing data is observed.
Individuals will work on projects where he/she will…
Posted
Posted 14 days ago·More...",,No,NA
406,Data analyst,Getronics,Bengaluru,"Bengaluru, Karnataka","The successful candidate will be responsible for analyzing and interpreting data related to employee training and development programs, identifying areas for…
Posted
Posted 30+ days ago·More...",,No,NA
407,Data analyst,Genpact,Bengaluru,"Bengaluru, Karnataka","Supports on various ad hoc projects and data requirements.
Work with client directly on large set of data.
The analyst should help business to identify areas of…
Posted
Posted 25 days ago·More...",,No,NA
408,Data analyst,Boston Consulting Group,New Delhi,"New Delhi, Delhi","Experience working with third party databases / data sources.
Familiarity with data management using Alteryx is a significant advantage.
Posted
Posted 30+ days ago",,No,No
409,Data analyst,Aspiration,Navi Mumbai,"Navi Mumbai, Maharashtra","Provide data management, budgeting, bidding, pattern/trend exploration and explanation, ad copy/creative testing and analysis, landing page analysis, and…
Posted
Posted 30+ days ago·More...",,No,NA
410,Data analyst,KPMG,Gurgaon,"Gurgaon, Haryana","Possess strong data analytics skills and knowledge of advanced data analytical tools will be an advantage.
With increasing regulatory requirements, the need for…
Posted
Posted 30+ days ago·More...",,No,NA
411,Data analyst,4CRisk.ai Software,Bengaluru,"Bengaluru, Karnataka","Running data queries to identify quality issues and data exceptions, as well as cleaning data.
Designing, building and executing data quality plans for complex…
Posted
Posted 30+ days ago·More...",,No,NA
412,Data analyst,Indegene,Bengaluru,"Bengaluru, Karnataka","Collection, manipulation and analysis of data, including:
Design and build surveys & questionnaires and implement best practises for data.
Posted
Posted 4 days ago·More...",,No,NA
413,Data analyst,Rightzone Resource Solutions Pvt Ltd,Nagercoil,"Nagercoil, Tamil Nadu","Acquire data from primary or secondary data sources and maintain databases/data systems.
Technical expertise regarding data models, database design development,…
Employer
Active 12 days ago·More...",,No,NA
414,Data analyst,Sun Life,Gurgaon,"Gurgaon, Haryana","Support the analysis of data from various sources such as non-compliance, delivery, and release issues.
The PCQA Analyst, Global VRO plays a supporting role…
Posted
Posted 15 days ago·More...",,No,NA
415,Data analyst,iDesign.Market,Delhi,"Delhi, Delhi","Ensure data accuracy and integrity.
Help gather and analyse data from different sources.
Assist in evaluating business processes and suggesting improvements.
Employer
Active 11 days ago·More...",,No,NA
416,Data analyst,Hotstar,Bengaluru,"Bengaluru, Karnataka","Proficient in data manipulation, statistical analysis, and data visualization using tools such as Excel, SQL, Python, R, or data visualization platforms.
Posted
Posted 30+ days ago·More...","Python, Data Visualization, Stat, Excel",No,NA
417,Data analyst,BK Talent Lease Consulting,New Delhi,"New Delhi, Delhi","Experience in data & number crunching and analyzing & presenting the data in desired formats.
Experience in quantitative analysis, research, data mining,…
Posted
Posted 30+ days ago·More...",Data Mining,No,No
418,Data analyst,JPMorgan Chase & Co,Mumbai,"Mumbai, Maharashtra","Manage the health and development of the analytics platform for the Asian region (e.g. OMS/EMS data feeds and market data services).
Posted
Posted 4 days ago·More...",,No,NA
419,Data analyst,Cendyn,Hybrid remote in Gurgaon,"Hybrid remote in Gurgaon, Haryana","Produce reporting and perform analysis on hotel website traffic and conversion by funneling in data from various data sources into Google Data Studio/TapClicks.
Posted
Posted 4 days ago·More...",,Yes,NA
420,Data analyst,Kwalee,Hybrid remote in Bengaluru,"Hybrid remote in Bengaluru, Karnataka","Supporting the design, optimisation and management of data pipelines, to promote the functionality to data ‘self serve’.
Reports Into - Lead Data Analyst.
Posted
Today·More...",,Yes,NA
421,Data analyst,Pivotree,"+2 locations
Remote","+2 locations
Remote","Retrieving, reviewing and analyzing data.
The QA analyst will communicate test status with the Project Manager and/or customers will work closely.
Posted
Posted 25 days ago·More...",Stat,Yes,NA
422,Data analyst,Acceldata,Hybrid remote in Bengaluru,"Hybrid remote in Bengaluru, Karnataka","Join Acceldata and help us achieve our data goals.
Nterpret data, and incorporate SDR feedback to make adjustments as necessary.
Posted
Posted 5 days ago·More...",,Yes,NA
423,Data analyst,Export Genius,Remote in New Delhi,"Remote in New Delhi, Delhi","Assist in planning and implementing the data integration and data migration activities.
We are looking for a database analyst who has a deep understanding of…
Posted
Posted 30+ days ago·More...",,Yes,NA
424,Data analyst,American Express Global Business Travel,Remote in India,Remote in India,"Compile various data sources with large amounts of data and have the ability to link data together to create reports/solutions under direction of the client.
Posted
Posted 30+ days ago·More...",,Yes,NA
425,Data analyst,Genpact,Bengaluru,"Bengaluru, Karnataka","Analysing and reporting metrics of master data to reduce customer data issues and improved customer data quality in order to ensure that teams follow and…
Posted
Posted 30+ days ago·More...",,No,NA
426,Data analyst,AMBC,Remote in Bengaluru,"Remote in Bengaluru, Karnataka","Minimum of 3 years of experience in Workday reporting or data analytics is required.
Mode*: Contract (Initial period 3 months / to be renewed based on…
Employer
Active 10 days ago·More...",,Yes,No
427,Data analyst,JLL,Bengaluru,"Bengaluru, Karnataka","Monitor data quality and proactively identify and resolve data issues.
Collaborate with cross-functional teams to understand data requirements and provide data…
Posted
Posted 30+ days ago·More...",,No,NA
428,Data analyst,BOLD LLC,Noida,"Noida, Uttar Pradesh","Surface and analyze data to help us build more robust Customer Segmentation.
Aid in developing data roadmaps for new product launches and evolving business…
Posted
Posted 30+ days ago·More...",,No,NA
429,Data analyst,Grazitti,Mohali,"Mohali, Punjab","Should analyze data and presenting data through reports that aid decision-making.
Your role would need a keen eye for detail, experience as a data analyst, and…
Posted
Posted 30+ days ago·More...",,No,No
430,Data analyst,Xogene Services LLC,Remote,Remote,"The support analyst will keep the team informed of user impact during software incidents.
Our four unique technology solutions offer different ways to…
Posted
Posted 25 days ago·More...",,Yes,NA
431,Data analyst,BIG IT JOBS,Gurgaon,"Gurgaon, Haryana","Support extraction of data from multiple sources by understanding data structure requirement.
Correlate raw data to audit-related analytics.
Posted
Posted 16 days ago·More...",Data Structure,No,NA
432,Data analyst,Simcorp,Noida,"Noida, Uttar Pradesh","Execution of all quality checks part of the service scope and strict adherence to existing run-book(s) as well as data quality and governance frameworks and…
Posted
Today·More...",,No,NA
433,Data analyst,Manya Education Pvt Ltd,New Delhi,"New Delhi, Delhi"," To support through data on various functions/business improvement plans/processes.
Collect and collate business indices related to budgetary and qualitative…
Employer
Active 11 days ago·More...",,No,NA
434,Data analyst,Warner Bros. Discovery,Hyderabad,"Hyderabad, Telangana","Consolidation of financials retrieved from multiple EPM and ERP systems assuring accuracy and data completeness,.
Posted
Posted 27 days ago·More...",,No,NA
435,Data analyst,Renault Group,Chennai,"Chennai, Tamil Nadu","Connecting data sources, importing data, and transforming data for business intelligence.
Become a subject matter expert on Looker, both as a development…
Posted
Today·More...",,No,NA
436,Data analyst,Cibirix,Indore,"Indore, Madhya Pradesh","Collaborate with cross-functional teams to ensure data accuracy and consistency, and support data-driven decision-making.
Posted
Posted 30+ days ago·More...",,No,NA
437,Data analyst,Kroll,Mumbai,"Mumbai, Maharashtra","Experience with infographics (data analysis and data visualization).
This Candidate must have design work demonstrating experience with infographics (data…
Posted
Posted 13 days ago",Data Visualization,No,No
438,Data analyst,Agarwal Job Placement,Surat,"Surat, Gujarat","Have experience working with source code and version repository.
Have familiarity with UI Toolkits and frameworks.
Have experience with Ruby on Rails.
Posted
Posted 30+ days ago·More...",,No,No
